year,fed,best_name,best_rating,num_players
1978,NOR,Zwaig  ,2450,37
1979,NOR,Zwaig  ,2450,40
1980,NOR,Zwaig  ,2450,46
1981,NOR,"Ogaard,L. ",2470,52
1982,NOR,"Ogaard,L. ",2485,58
1983,NOR,"Ogaard,L. ",2475,54
1984,NOR,"Ogaard,L. ",2465,42
1985,NOR,"Agdestein,S. ",2500,53
1986,NOR,"Agdestein,S. ",2535,52
1987,NOR,"Agdestein,S. ",2560,47
1988,NOR,"Agdestein,S. ",2560,54
1989,NOR,"Agdestein,S. ",2605,57
1990,NOR,"Agdestein,S. ",2600,61
1991,NOR,"Agdestein,Simen  ",2590,92
1992,NOR,"Agdestein,Simen  ",2600,97
1993,NOR,"Agdestein,Simen  ",2630,104
1994,NOR,"Agdestein,Simen  ",2595,115
1995,NOR,"Agdestein,Simen  ",2600,131
1996,NOR,"Agdestein,Simen  ",2585,147
1997,NOR,"Agdestein,Simen  ",2570,161
1998,NOR,"Agdestein,Simen  ",2570,113
1999,NOR,"Agdestein, Simen  ",2550,183
2000,NOR,"Agdestein, Simen  ",2588,194
2001,NOR,"Agdestein, Simen",2591,215
2002,NOR,"Agdestein, Simen",2572,151
2003,NOR,"Agdestein, Simen",2578,257
2004,NOR,"Agdestein, Simen",2585,299
2005,NOR,"Agdestein, Simen",2586,338
2006,NOR,undefined,2625,390
2007,NOR,"Carlsen, Magnus",2690,441
2008,NOR,"Carlsen, Magnus",2733,484
2009,NOR,"Carlsen, Magnus",2776,552
2010,NOR,"Carlsen, Magnus",2810,631
2011,NOR,"Carlsen, Magnus",2814,705
2012,NOR,"Carlsen, Magnus",2835,794
2013,NOR,"Carlsen, Magnus",2861,901
2014,NOR,"Carlsen, Magnus",2872,1021
2015,NOR,"Carlsen, Magnus",2862,1261
2016,NOR,"Carlsen, Magnus",2844,1715
2017,NOR,"Carlsen, Magnus",2840,2131
2018,NOR,"Carlsen, Magnus",2834,2626
2019,NOR,"Carlsen, Magnus",2835,3002
2020,NOR,"Carlsen, Magnus",2872,3338
1975,ESP,"Diez Del Corral,J. ",2515,21
1976,ESP,"Diez Del Corral,J. ",2490,28
1977,ESP,"Diez Del Corral,J. ",2490,32
1978,ESP,"Calvo Minguez,R. ",2455,34
1979,ESP,"Diez Del Corral,J. ",2485,40
1980,ESP,"Diez Del Corral,J. ",2485,43
1981,ESP,"Diez Del Corral,J. ",2480,52
1982,ESP,"Diez Del Corral,J. ",2475,69
1983,ESP,"Rivas Pastor,M. ",2465,68
1984,ESP,"Rivas Pastor,M. ",2500,62
1985,ESP,"Rivas Pastor,M. ",2480,65
1986,ESP,"Rivas Pastor,M. ",2470,71
1987,ESP,"Illescas Cordoba,M. ",2505,79
1988,ESP,"Rivas Pastor,M. ",2505,103
1989,ESP,"Illescas Cordoba,M. ",2525,120
1990,ESP,"Illescas Cordoba,M. ",2530,150
1991,ESP,"Illescas.Cordoba,Miguel  ",2545,198
1992,ESP,"Shirov,Alexei  ",2655,228
1993,ESP,"Shirov,Alexei  ",2670,279
1994,ESP,"Shirov,Alexei  ",2715,355
1995,ESP,"Shirov,Alexei  ",2710,462
1996,ESP,"Shirov,Alexei  ",2690,607
1997,ESP,"Shirov,Alexei  ",2690,816
1998,ESP,"Shirov,Alexei  ",2710,939
1999,ESP,"Shirov, Alexei  ",2726,1275
2000,ESP,"Shirov, Alexei  ",2751,1437
2001,ESP,"Shirov, Alexei",2718,1787
2002,ESP,"Shirov, Alexei",2715,1797
2003,ESP,"Shirov, Alexei",2723,2537
2004,ESP,"Shirov, Alexei",2736,3045
2005,ESP,"Shirov, Alexei",2713,3767
2006,ESP,undefined,2709,4666
2007,ESP,"Shirov, Alexei",2715,5663
2008,ESP,"Shirov, Alexei",2755,6885
2009,ESP,"Shirov, Alexei",2745,8215
2010,ESP,"Shirov, Alexei",2723,9567
2011,ESP,"Shirov, Alexei",2722,10834
2012,ESP,"Vallejo Pons, Francisco",2705,12053
2013,ESP,"Vallejo Pons, Francisco",2694,13305
2014,ESP,"Vallejo Pons, Francisco",2707,14523
2015,ESP,"Vallejo Pons, Francisco",2706,15788
2016,ESP,"Vallejo Pons, Francisco",2675,17384
2017,ESP,"Vallejo Pons, Francisco",2709,19311
2018,ESP,"Vallejo Pons, Francisco",2718,21339
2019,ESP,"Vallejo Pons, Francisco",2698,23200
2020,ESP,"Vallejo Pons, Francisco",2704,24956
1975,TUN,"Belkadi,R. ",2350,5
1976,TUN,Bouaziz  ,2355,5
1977,TUN,Bouaziz  ,2355,3
1978,TUN,Bouaziz  ,2365,2
1979,TUN,Bouaziz  ,2420,3
1980,TUN,Bouaziz  ,2370,2
1981,TUN,Bouaziz  ,2355,2
1982,TUN,Bouaziz  ,2355,3
1983,TUN,Bouaziz  ,2390,6
1984,TUN,Bouaziz  ,2390,5
1985,TUN,Bouaziz  ,2395,9
1986,TUN,"Bouaziz,S. ",2380,7
1987,TUN,Bouaziz  ,2370,5
1988,TUN,"Bouaziz,S. ",2360,5
1989,TUN,"Belkadi,R. ",2345,6
1990,TUN,"Bouaziz,S. ",2355,6
1991,TUN,"Bouaziz,Slim  ",2380,13
1992,TUN,"Bouaziz,Slim  ",2385,14
1993,TUN,"Bouaziz,Slim  ",2495,14
1994,TUN,"Bouaziz,Slim  ",2515,13
1995,TUN,"Bouaziz,Slim  ",2510,13
1996,TUN,"Bouaziz,Slim  ",2415,13
1997,TUN,"Bouaziz,Slim  ",2385,13
1998,TUN,"Bouaziz,Slim  ",2385,6
1999,TUN,"Bouaziz, Slim  ",2387,14
2000,TUN,"Bouaziz, Slim  ",2371,17
2001,TUN,"Kaabi, Mejdi",2371,20
2002,TUN,"Belkhodja, Slim",2506,13
2003,TUN,"Belkhodja, Slim",2436,26
2004,TUN,"Belkhodja, Slim",2445,25
2005,TUN,"Belkhodja, Slim",2478,25
2006,TUN,undefined,2488,28
2007,TUN,"Belkhodja, Slim",2487,33
2009,TUN,"Belkhodja, Slim",2469,53
2010,TUN,"Belkhodja, Slim",2456,64
2012,TUN,"Belkhodja, Slim",2445,88
2013,TUN,"Belkhodja, Slim",2441,109
2014,TUN,"Belkhodja, Slim",2442,124
2015,TUN,"Belkhodja, Slim",2422,167
2016,TUN,"Njili, Kamel",2408,268
2017,TUN,"Njili, Kamel",2405,304
2018,TUN,"Njili, Kamel",2405,395
2019,TUN,"Belkhodja, Slim",2418,470
2020,TUN,"Njili, Kamel",2405,526
1975,FRA,"Seret,J.-L. ",2410,14
1976,FRA,"Seret,J.-L. ",2410,12
1977,FRA,"Todorcevic,M. ",2410,17
1978,FRA,"Haik,A. ",2425,18
1979,FRA,"Haik,A. ",2435,23
1980,FRA,"Haik,A. ",2440,28
1981,FRA,"Haik,A. ",2405,32
1982,FRA,"Haik,A. ",2440,44
1983,FRA,"Andruet,G. ",2415,56
1984,FRA,"Andruet,G. ",2420,66
1985,FRA,"Haik,A. ",2455,75
1986,FRA,"Haik,A. ",2475,82
1987,FRA,"Haik,A. ",2470,97
1988,FRA,"Renet,O. ",2460,107
1989,FRA,"Spassky,B. ",2580,129
1990,FRA,"Spassky,B.V. ",2560,174
1991,FRA,"Dorfman,Josif.",2575,225
1992,FRA,"Dorfman,Josif.",2605,291
1993,FRA,"Lautier,Joel  ",2645,336
1994,FRA,"Lautier,Joel  ",2625,385
1995,FRA,"Lautier,Joel  ",2655,569
1996,FRA,"Lautier,Joel  ",2630,696
1997,FRA,"Lautier,Joel  ",2630,879
1998,FRA,"Lautier,Joel  ",2645,1014
1999,FRA,"Tkachiev, Vladislav  ",2634,1260
2000,FRA,"Tkachiev, Vladislav  ",2670,1433
2001,FRA,"Tkachiev, Vladislav",2672,1616
2002,FRA,"Lautier, Joel",2687,1525
2003,FRA,"Bacrot, Etienne",2671,2150
2004,FRA,"Lautier, Joel",2676,2573
2005,FRA,"Bacrot, Etienne",2715,3219
2006,FRA,undefined,2717,4040
2007,FRA,"Bacrot, Etienne",2705,4874
2008,FRA,"Bacrot, Etienne",2700,5683
2009,FRA,"Bacrot, Etienne",2722,6646
2010,FRA,"Vachier-Lagrave, Maxime",2730,7666
2011,FRA,"Bacrot, Etienne",2723,8764
2012,FRA,"Bacrot, Etienne",2704,10098
2013,FRA,"Vachier-Lagrave, Maxime",2713,11216
2014,FRA,"Vachier-Lagrave, Maxime",2745,12511
2015,FRA,"Vachier-Lagrave, Maxime",2757,14072
2016,FRA,"Vachier-Lagrave, Maxime",2785,16359
2017,FRA,"Vachier-Lagrave, Maxime",2796,18514
2018,FRA,"Vachier-Lagrave, Maxime",2793,20467
2019,FRA,"Vachier-Lagrave, Maxime",2780,22104
2020,FRA,"Vachier-Lagrave, Maxime",2770,23540
1975,BEL,"O'Kelly,A. ",2445,8
1976,BEL,"O'Kelly,A. ",2445,9
1977,BEL,"O'Kelly,A. ",2460,12
1978,BEL,"O'Kelly,A. ",2460,8
1979,BEL,"O'Kelly,A. ",2420,11
1980,BEL,"O'Kelly,A. ",2420,10
1981,BEL,"Boey,J. ",2415,11
1982,BEL,"Boey,J. ",2415,14
1983,BEL,"Boey,J. ",2415,19
1984,BEL,"Boey,J. ",2405,21
1985,BEL,"Boey,J. ",2405,29
1986,BEL,"Boey,J. ",2390,39
1987,BEL,"Winants,L. ",2415,44
1988,BEL,"Winants,L. ",2465,49
1989,BEL,"Winants,L. ",2435,54
1990,BEL,"Winants,L. ",2455,57
1991,BEL,"Gurevich,Mikhail  ",2650,67
1992,BEL,"Gurevich,Mikhail  ",2635,70
1993,BEL,"Gurevich,Mikhail  ",2610,73
1994,BEL,"Gurevich,Mikhail  ",2610,74
1995,BEL,"Gurevich,Mikhail  ",2605,88
1996,BEL,"Gurevich,Mikhail  ",2590,104
1997,BEL,"Gurevich,Mikhail  ",2585,123
1998,BEL,"Gurevich,Mikhail  ",2640,124
1999,BEL,"Gurevich, Mikhail  ",2629,160
2000,BEL,"Gurevich, Mikhail  ",2694,190
2001,BEL,"Gurevich, Mikhail",2694,201
2002,BEL,"Gurevich, Mikhail",2641,168
2003,BEL,"Gurevich, Mikhail",2634,242
2004,BEL,"Gurevich, Mikhail",2656,292
2005,BEL,"Gurevich, Mikhail",2634,351
2006,BEL,undefined,2535,426
2007,BEL,"Malakhatko, Vadim",2604,532
2008,BEL,"Malakhatko, Vadim",2600,635
2009,BEL,"Malakhatko, Vadim",2610,772
2010,BEL,"Chuchelov, Vladimir",2595,910
2011,BEL,"Chuchelov, Vladimir",2563,1069
2012,BEL,"Dgebuadze, Alexandre",2551,1229
2013,BEL,"Malakhatko, Vadim",2550,1385
2014,BEL,"Chuchelov, Vladimir",2554,1636
2015,BEL,"Michiels, Bart",2563,1829
2016,BEL,"Winants, Luc",2565,2161
2017,BEL,"Chuchelov, Vladimir",2554,2493
2018,BEL,"Gurevich, Mikhail",2568,2749
2019,BEL,"Gurevich, Mikhail",2573,2995
2020,BEL,"Gurevich, Mikhail",2576,3247
1975,TUR,Onat  ,2340,6
1976,TUR,Onat  ,2355,6
1977,TUR,Onat  ,2335,6
1978,TUR,Onat  ,2335,4
1979,TUR,Onat  ,2365,8
1980,TUR,Onat  ,2360,8
1981,TUR,Onat  ,2360,14
1982,TUR,"Soylu,S. ",2370,17
1983,TUR,"Soylu,S. ",2365,22
1984,TUR,"Soylu,S. ",2390,25
1985,TUR,"Soylu,S. ",2380,25
1986,TUR,"Yilmaz,T. ",2370,22
1987,TUR,"Atalik,S. ",2375,16
1988,TUR,"Atalik,S. ",2390,15
1989,TUR,"Atalik,S. ",2415,18
1990,TUR,"Atalik,S. ",2415,21
1991,TUR,"Atalik,Suat  ",2420,27
1992,TUR,"Atalik,Suat  ",2455,38
1993,TUR,"Atalik,Suat  ",2535,44
1994,TUR,"Atalik,Suat  ",2530,44
1995,TUR,"Atalik,Suat  ",2500,61
1996,TUR,"Atalik,Suat  ",2535,67
1997,TUR,"Atalik,Suat  ",2555,84
1998,TUR,"Atalik,Suat  ",2595,75
1999,TUR,"Atalik, Suat  ",2593,112
2000,TUR,"Atalik, Suat  ",2575,126
2001,TUR,"Soylu, Suat",2376,143
2002,TUR,"Sendur, Adnan",2411,123
2003,TUR,"Petrov, Marian",2415,196
2004,TUR,"Sendur, Adnan",2411,243
2005,TUR,"Haznedaroglu, Kivanc",2426,289
2006,TUR,undefined,2633,372
2007,TUR,"Gurevich, Mikhail",2635,457
2008,TUR,"Gurevich, Mikhail",2607,606
2009,TUR,"Gurevich, Mikhail",2624,774
2010,TUR,"Atalik, Suat",2607,996
2011,TUR,"Atalik, Suat",2616,1183
2012,TUR,"Solak, Dragan",2613,1468
2013,TUR,"Solak, Dragan",2603,1747
2014,TUR,"Ipatov, Alexander",2615,2215
2015,TUR,"Solak, Dragan",2607,2937
2016,TUR,"Ipatov, Alexander",2648,4003
2017,TUR,"Ipatov, Alexander",2660,5150
2018,TUR,"Ipatov, Alexander",2659,6292
2019,TUR,"Ipatov, Alexander",2649,7307
2020,TUR,"Ipatov, Alexander",2631,8228
1975,SCO,Pritchett  ,2390,8
1976,SCO,Pritchett  ,2410,10
1977,SCO,Pritchett  ,2425,11
1978,SCO,Pritchett  ,2405,12
1979,SCO,Pritchett  ,2405,15
1980,SCO,Pritchett  ,2390,16
1981,SCO,Pritchett  ,2400,22
1982,SCO,Pritchett  ,2410,21
1983,SCO,"Mcnab,C.A. ",2410,22
1984,SCO,Pritchett  ,2395,24
1985,SCO,"Mcnab,C.A. ",2395,29
1986,SCO,"Condie,M.L. ",2425,26
1987,SCO,"Motwani,P. ",2425,25
1988,SCO,"Motwani,P. ",2465,26
1989,SCO,"Motwani,P. ",2490,27
1990,SCO,"Motwani,P. ",2470,31
1991,SCO,"Condie,Mark.",2455,43
1992,SCO,"McNab,Colin.",2475,44
1993,SCO,"Motwani,Paul  ",2520,52
1994,SCO,"Motwani,Paul  ",2520,56
1995,SCO,"Motwani,Paul  ",2510,63
1996,SCO,"Motwani,Paul  ",2505,78
1997,SCO,"Motwani,Paul  ",2490,95
1998,SCO,"McNab,Colin.",2500,76
1999,SCO,"Rowson, Jonathan  ",2494,110
2000,SCO,"Rowson, Jonathan  ",2499,110
2001,SCO,"Motwani, Paul",2505,112
2002,SCO,"Rowson, Jonathan",2512,50
2003,SCO,"Rowson, Jonathan",2536,132
2004,SCO,"Rowson, Jonathan",2547,143
2005,SCO,"Rowson, Jonathan",2572,151
2006,SCO,undefined,2599,161
2007,SCO,"Rowson, Jonathan",2592,182
2008,SCO,"Rowson, Jonathan",2580,194
2009,SCO,"Rowson, Jonathan",2585,208
2010,SCO,"Rowson, Jonathan",2579,227
2011,SCO,"Rowson, Jonathan",2576,247
2012,SCO,"Rowson, Jonathan",2581,270
2013,SCO,"Rowson, Jonathan",2586,290
2014,SCO,"Rowson, Jonathan",2569,304
2015,SCO,"Rowson, Jonathan",2569,318
2016,SCO,"Rowson, Jonathan",2565,354
2017,SCO,"Rowson, Jonathan",2563,390
2018,SCO,"Rowson, Jonathan",2561,421
2019,SCO,"Rowson, Jonathan",2561,450
2020,SCO,"Rowson, Jonathan",2561,479
1975,LUX,"Schneider,R. ",2310,3
1976,LUX,"Schneider,R. ",2300,5
1977,LUX,"Schneider,R. ",2295,6
1978,LUX,"Schneider,R. ",2295,6
1979,LUX,"Schneider,R. ",2295,6
1980,LUX,"Schneider,R. ",2295,8
1981,LUX,"Schneider,R. ",2295,8
1982,LUX,"Schneider,R. ",2295,10
1983,LUX,"Schneider,R. ",2295,8
1984,LUX,Blaeser  ,2235,7
1985,LUX,"Trauth,M. ",2250,10
1986,LUX,"Feller,J. ",2235,4
1987,LUX,"Piasetski,L. ",2395,7
1988,LUX,"David,Al. ",2365,5
1989,LUX,"Mossong,H. ",2330,10
1990,LUX,"David,Al. ",2315,8
1991,LUX,"Wians,Camille  ",2355,15
1992,LUX,"David,Alberto  ",2365,13
1993,LUX,"David,Alberto  ",2380,14
1994,LUX,"Berend,Fred  ",2405,15
1995,LUX,"David,Alberto  ",2425,16
1996,LUX,"David,Alberto  ",2455,16
1997,LUX,"David,Alberto  ",2455,18
1998,LUX,"David,Alberto  ",2525,15
1999,LUX,"David, Alberto  ",2533,25
2000,LUX,"David, Alberto  ",2520,26
2001,LUX,"David, Alberto",2521,32
2002,LUX,"David, Alberto",2516,29
2003,LUX,"David, Alberto",2548,40
2004,LUX,"David, Alberto",2580,51
2005,LUX,"David, Alberto",2573,61
2006,LUX,undefined,2591,73
2007,LUX,"David, Alberto",2528,85
2008,LUX,"David, Alberto",2557,97
2009,LUX,"David, Alberto",2603,110
2010,LUX,"David, Alberto",2608,122
2011,LUX,"David, Alberto",2580,134
2012,LUX,"David, Alberto",2598,144
2013,LUX,"Wiedenkeller, Michael",2475,160
2014,LUX,"Wiedenkeller, Michael",2476,171
2015,LUX,"Wiedenkeller, Michael",2470,182
2016,LUX,"Wiedenkeller, Michael",2442,216
2017,LUX,"Wiedenkeller, Michael",2474,241
2018,LUX,"Wiedenkeller, Michael",2470,268
2019,LUX,"Wiedenkeller, Michael",2463,287
2020,LUX,"Wiedenkeller, Michael",2458,314
1977,GCI,Browning  ,2270,2
1978,GCI,Browning  ,2270,2
1979,GCI,Browning  ,2270,2
1980,GCI,Browning  ,2270,2
1981,GCI,Browning  ,2270,1
1982,GCI,Browning  ,2270,2
1983,GCI,"Knight,T. ",2205,1
1985,GCI,Comben  ,2205,2
1986,GCI,"Le Blancq,S. ",2410,1
1987,GCI,"Le Blancq,S. ",2285,3
1988,GCI,"Le Blancq,S. ",2280,2
1989,GCI,"Le Blancq,S. ",2260,3
1990,GCI,"Le Blancq,S. ",2265,3
1991,GCI,"Le Blancq, Simon  ",2285,5
1992,GCI,"Holland,Christopher  ",2275,5
1993,GCI,"Browing, David  ",2270,5
1994,GCI,"Browing, David  ",2270,5
1995,GCI,"Browing, David  ",2270,5
1996,GCI,"Browing, David  ",2270,5
1997,GCI,"Browing, David  ",2270,4
1998,GCI,"Holland,Christopher  ",2270,3
1999,GCI,"Browing, David  ",2270,5
2000,GCI,"Holland, Christopher  ",2270,4
2001,GCI,"Holland, Christopher",2270,5
2002,GCI,"Wilson, Peter",2200,4
2003,GCI,"Holland, Christopher",2270,6
2004,GCI,"Holland, Christopher",2270,5
2005,GCI,"Holland, Christopher",2270,9
2006,GCI,undefined,2270,11
2007,GCI,"Holland, Christopher",2270,12
2008,GCI,"Holland, Christoph",2270,12
2009,GCI,"Holland, Christopher",2270,12
2010,GCI,"Holland, Christopher",2270,12
2011,GCI,"Holland, Christopher",2270,13
2012,GCI,"Holland, Christopher",2270,15
2013,GCI,"Holland, Christopher",2270,14
2014,GCI,"Holland, Christopher",2270,15
2015,GCI,"Holland, Christopher",2213,16
2016,GCI,"Holland, Christopher",2189,21
2017,GCI,"Holland, Christopher",2189,22
2018,GCI,"Curtis, Paul",2186,24
2019,GCI,"Holland, Christopher",2143,25
2020,GCI,"Manzanilla, Ernesto",2120,25
1976,PAR,"Franco,Z. ",2265,1
1977,PAR,"Franco,Z. ",2315,4
1978,PAR,"Ferreira,O. ",2335,4
1979,PAR,"Franco,Z. ",2360,5
1980,PAR,"Franco,Z. ",2360,5
1981,PAR,"Franco,Z. ",2380,5
1982,PAR,"Franco,Z. ",2505,5
1983,PAR,"Franco,Z. ",2500,6
1984,PAR,"Franco,Z. ",2480,5
1985,PAR,"Franco,Z. ",2440,5
1986,PAR,"Franco,Z. ",2460,6
1987,PAR,"Franco,Z. ",2440,6
1988,PAR,"Franco,Z. ",2425,6
1989,PAR,"Franco,Z. ",2490,6
1990,PAR,"Franco,Z. ",2475,7
1991,PAR,"Valiente,Cristobal  ",2370,9
1992,PAR,"Valiente,Cristobal  ",2345,13
1993,PAR,"Valiente,Cristobal  ",2340,15
1994,PAR,"Valiente,Cristobal  ",2355,20
1995,PAR,"Gamarra Caceres, Carlos  ",2335,22
1996,PAR,"Valiente,Cristobal  ",2345,22
1997,PAR,"Valiente,Cristobal  ",2390,24
1998,PAR,"Valiente,Cristobal  ",2400,16
1999,PAR,"Valiente, Cristobal  ",2384,26
2000,PAR,"Valiente, Cristobal  ",2389,28
2001,PAR,"Valiente, Cristobal",2366,30
2002,PAR,"Franco Ocampos, Zenon",2510,29
2003,PAR,"Franco Ocampos, Zenon",2506,59
2004,PAR,"Franco Ocampos, Zenon",2524,65
2005,PAR,"Franco Ocampos, Zenon",2519,77
2006,PAR,undefined,2530,105
2007,PAR,"Franco Ocampos, Zenon",2514,125
2008,PAR,"Franco Ocampos, Ze",2516,146
2009,PAR,"Bachmann, Axel",2562,167
2010,PAR,"Bachmann, Axel",2553,185
2011,PAR,"Bachmann, Axel",2548,198
2012,PAR,"Bachmann, Axel",2560,207
2013,PAR,"Cubas, Jose Fernando",2537,216
2014,PAR,"Delgado Ramirez, Neuris",2589,229
2015,PAR,"Bachmann, Axel",2629,240
2016,PAR,"Bachmann, Axel",2610,297
2017,PAR,"Bachmann, Axel",2628,328
2018,PAR,"Bachmann, Axel",2624,376
2019,PAR,"Bachmann, Axel",2631,423
2020,PAR,"Delgado Ramirez, Neuris",2636,471
1975,WLS,"Williams,A.H. ",2415,6
1976,WLS,"Botterill,G.S. ",2390,6
1977,WLS,"Williams,A.H. ",2380,9
1978,WLS,"Botterill,G.S. ",2400,10
1979,WLS,"Williams,A.H. ",2395,11
1980,WLS,"Botterill,G.S. ",2420,11
1981,WLS,"Botterill,G.S. ",2415,11
1982,WLS,"Botterill,G.S. ",2400,11
1983,WLS,"Botterill,G.S. ",2410,11
1984,WLS,"Williams,A.H. ",2395,11
1985,WLS,"Botterill,G.S. ",2415,13
1986,WLS,"Botterill,G.S. ",2395,14
1987,WLS,"Cooper,J.G. ",2380,14
1988,WLS,"Cooper,J.G. ",2380,15
1989,WLS,"Cooper,J.G. ",2390,14
1990,WLS,"Cooper,J.G. ",2390,16
1991,WLS,"Cooper,John.",2370,24
1992,WLS,"Botterill, George S. ",2360,23
1993,WLS,"Cooper,John.",2370,29
1994,WLS,"Cooper,John.",2375,40
1995,WLS,"Cooper,John.",2380,49
1996,WLS,"Cooper,John.",2390,56
1997,WLS,"Cummings,David.H  ",2375,57
1998,WLS,"Cummings,David.H  ",2365,48
1999,WLS,"Botterill, George S. ",2360,73
2000,WLS,"Cobb, James  ",2369,77
2001,WLS,"Botterill, George S.",2360,77
2002,WLS,"Cooper, John G",2333,42
2003,WLS,"Botterill, George S.",2360,84
2004,WLS,"Williams, Leighton",2362,92
2005,WLS,"Botterill, George S.",2360,98
2006,WLS,undefined,2365,105
2007,WLS,"Cobb, James",2420,113
2008,WLS,"Cobb, James",2412,119
2009,WLS,"Cobb, James",2440,136
2010,WLS,"Cobb, James",2415,147
2011,WLS,"Williams, Leighton",2402,165
2012,WLS,"Cobb, James",2411,172
2013,WLS,"Cobb, James",2427,188
2014,WLS,"Cobb, James",2424,212
2015,WLS,"Cobb, James",2423,247
2016,WLS,"Davies, Nigel R",2494,288
2017,WLS,"Davies, Nigel R",2494,303
2018,WLS,"Davies, Nigel R",2494,327
2019,WLS,"Davies, Nigel R",2494,342
2020,WLS,"Davies, Nigel R",2483,355
1975,PER,"Rodriguez,O. ",2435,5
1976,PER,"Rodriguez,O. ",2435,3
1977,PER,"Rodriguez,O. ",2450,5
1978,PER,"Rodriguez,O. ",2485,6
1979,PER,"Rodriguez,O. ",2495,6
1980,PER,"Rodriguez,O. ",2445,6
1981,PER,"Rodriguez,O. ",2455,6
1982,PER,"Rodriguez,O. ",2430,5
1983,PER,"Rodriguez,O. ",2440,6
1984,PER,"Granda Zuniga,J.E. ",2415,5
1985,PER,"Granda Zuniga,J.E. ",2440,4
1986,PER,"Rodriguez,O. ",2440,4
1987,PER,"Granda Zuniga,J.E. ",2555,5
1988,PER,"Granda Zuniga,J.E. ",2540,5
1989,PER,"Granda Zuniga,J.E. ",2500,5
1990,PER,"Granda Zuniga,J.E. ",2510,6
1991,PER,"Granda.Zuniga,Julio.",2550,15
1992,PER,"Granda.Zuniga,Julio.",2615,17
1993,PER,"Granda.Zuniga,Julio.",2590,18
1994,PER,"Granda.Zuniga,Julio.",2605,24
1995,PER,"Granda.Zuniga,Julio.",2620,37
1996,PER,"Granda.Zuniga,Julio.",2600,48
1997,PER,"Granda.Zuniga,Julio.",2620,61
1998,PER,"Granda.Zuniga,Julio.",2630,61
1999,PER,"Granda Zuniga, Julio E  ",2607,74
2000,PER,"Granda Zuniga, Julio E  ",2605,77
2001,PER,"Granda Zuniga, Julio E",2605,95
2002,PER,"Urday, Henry",2482,80
2003,PER,"Granda Zuniga, Julio E",2623,125
2004,PER,"Granda Zuniga, Julio E",2581,142
2005,PER,"Granda Zuniga, Julio E",2599,172
2006,PER,undefined,2631,198
2007,PER,"Granda Zuniga, Julio E",2612,217
2008,PER,"Granda Zuniga, Jul",2588,258
2009,PER,"Granda Zuniga, Julio E",2624,381
2010,PER,"Granda Zuniga, Julio E",2635,565
2011,PER,"Granda Zuniga, Julio E",2615,723
2012,PER,"Granda Zuniga, Julio E",2640,871
2013,PER,"Granda Zuniga, Julio E",2636,1007
2014,PER,"Granda Zuniga, Julio E",2680,1121
2015,PER,"Granda Zuniga, Julio E",2640,1225
2016,PER,"Granda Zuniga, Julio E",2683,1449
2017,PER,"Cordova, Emilio",2655,1745
2018,PER,"Cori, Jorge",2660,2105
2019,PER,"Cori, Jorge",2689,2501
2020,PER,"Cori, Jorge",2652,2902
1975,MGL,"Ujtumen,T. ",2385,9
1976,MGL,"Ujtumen,T. ",2385,6
1977,MGL,"Ujtumen,T. ",2385,5
1978,MGL,Handsuren  ,2065,1
1979,MGL,"Ujtumen,T. ",2385,4
1980,MGL,"Ujtumen,T. ",2385,3
1981,MGL,"Ujtumen,T. ",2385,6
1982,MGL,Tumurbator  ,2355,5
1983,MGL,Tumurbator  ,2355,9
1984,MGL,"Churelbaatar,C. ",2345,7
1985,MGL,"Tumurhuyag,N. ",2385,9
1986,MGL,"Tumurhuyag,N. ",2375,9
1987,MGL,"Tumurhuyag,N. ",2415,9
1988,MGL,"Tumurhuyag,N. ",2405,14
1989,MGL,"Tumurhuyag,N. ",2400,14
1990,MGL,"Lhagvasuren,C. ",2385,19
1991,MGL,"Tomorhuyag,Nyamaa  ",2365,24
1992,MGL,"Tumurbator, Purev  ",2355,26
1993,MGL,"Tumurbator, Purev  ",2355,33
1994,MGL,"Altanoch,Genden  ",2350,33
1995,MGL,"Hatanbaatar,Bazar  ",2420,38
1996,MGL,"Hatanbaatar,Bazar  ",2425,42
1997,MGL,"Hatanbaatar,Bazar  ",2445,43
1999,MGL,"Sharavdorj, Dashzeveg  ",2431,50
2000,MGL,"Hatanbaatar, Bazar  ",2505,52
2001,MGL,"Hatanbaatar, Bazar",2481,51
2002,MGL,"Hatanbaatar, Bazar",2453,35
2003,MGL,"Sharavdorj, Dashzeveg",2438,65
2004,MGL,"Hatanbaatar, Bazar",2426,73
2005,MGL,"Sharavdorj, Dashzeveg",2453,82
2006,MGL,undefined,2450,88
2007,MGL,"Sharavdorj, Dashzegve",2450,93
2008,MGL,"Sharavdorj, Dashze",2445,99
2009,MGL,"Gundavaa, Bayarsaikhan",2448,108
2010,MGL,"Gundavaa, Bayarsaikhan",2471,118
2011,MGL,"Gundavaa, Bayarsaikhan",2493,126
2012,MGL,"Batchuluun, Tsegmed",2503,134
2013,MGL,"Gundavaa, Bayarsaikhan",2522,153
2014,MGL,"Batchuluun, Tsegmed",2529,176
2015,MGL,"Batchuluun, Tsegmed",2525,191
2016,MGL,"Gundavaa, Bayarsaikhan",2507,285
2017,MGL,"Batchuluun, Tsegmed",2522,388
2018,MGL,"Batchuluun, Tsegmed",2561,444
2019,MGL,"Batchuluun, Tsegmed",2567,530
2020,MGL,"Batchuluun, Tsegmed",2530,561
