year,fed,best_name,best_rating,num_players
2015,SEY,"Lawen, Greg",2200,12
2016,SEY,"Lawen, Greg",2200,13
2017,SEY,"Lawen, Greg",2200,13
2018,SEY,"Lawen, Greg",2200,16
2019,SEY,"Lawen, Greg",2200,18
2020,SEY,"Lawen, Greg",2200,18
1996,MAC,"Silveirinha,Jose.Antonio  ",2200,2
1997,MAC,"Calangi,Zachary.Alexander  ",2200,7
1998,MAC,"Calangi,Zachary.Alexander  ",2200,7
1999,MAC,"Chang, Hon Kun  ",2200,8
2000,MAC,"Chang, Hon Kun  ",2200,10
2001,MAC,"Fesalbon, Rolando",2200,14
2002,MAC,"Chan, Kuok",2200,10
2003,MAC,"Chan, Kuok",2200,14
2004,MAC,"Chan, Kuok",2200,14
2005,MAC,"Chan, Kuok",2200,14
2006,MAC,undefined,2200,14
2007,MAC,"Chan, Kuok",2200,14
2008,MAC,"Chan, Kuok",2200,15
2009,MAC,"Chan, Kuok",2200,15
2010,MAC,"Chan, Kuok",2200,20
2011,MAC,"Chan, Kuok",2200,21
2012,MAC,"Chan, Kuok",2200,24
2013,MAC,"Chan, Kuok",2200,26
2014,MAC,"Chan, Kuok",2200,32
2015,MAC,"Chan, Kuok",2200,35
2016,MAC,"Chan, Kuok",2200,36
2017,MAC,"Chan, Kuok",2200,38
2018,MAC,"Chan, Kuok",2200,39
2019,MAC,"Chan, Kuok",2200,39
2020,MAC,"Chan, Kuok",2200,41
1996,AGM,"Erwich,Frans.AGM  ",2175,1
1997,AGM,"Erwich,Frans.AGM  ",2115,1
1998,AGM,"Erwich,Frans.AGM  ",2105,1
1999,AGM,"Erwich, Frans AGM  ",2079,1
2000,AGM,"Erwich, Frans AGM  ",2103,1
1997,AJW,"Kohlbeck,AJW  ",2095,1
1998,AJW,"Kohlbeck,AJW  ",2095,1
1999,AJW,"Kohlbeck, AJW  ",2095,1
2000,AJW,"Kohlbeck, AJW  ",2095,1
1996,AFG,"Nuristani,A.",2020,1
1997,AFG,"Nuristani,A.",2020,1
1998,AFG,"Nuristani,A.",2010,1
1999,AFG,"Zahiruddin, Asefi  ",2200,2
2000,AFG,"Zahiruddin, Asefi  ",2200,2
2001,AFG,"Zahiruddin, Asefi",2200,2
2003,AFG,"Zahiruddin, Asefi",2064,3
2004,AFG,"Ayyoubi, Saifudin",2200,5
2005,AFG,"Ibrahim, Ismail",2200,6
2006,AFG,undefined,2200,9
2007,AFG,"Farazi, Khaiber",2217,14
2009,AFG,"Sharify, Aziz",2173,19
2011,AFG,"Sharify, Aziz",2173,21
2014,AFG,"Sharify, Aziz",2173,28
2015,AFG,"Sharify, Aziz",2173,36
2016,AFG,"Sharify, Aziz",2173,41
2017,AFG,"Haidary, Hameedullah",2185,52
2018,AFG,"Haidary, Hameedullah",2182,65
2019,AFG,"Haidary, Hameedullah",2192,79
2020,AFG,"Haidary, Hameedullah",2192,89
2001,MKD,"Najdoski, Toni",2601,160
2002,MKD,"Najdoski, Toni",2600,119
2003,MKD,"Georgiev, Kiril",2654,175
2004,MKD,"Georgiev, Kiril",2637,178
2005,MKD,"Najdoski, Toni",2598,180
2006,MKD,undefined,2598,180
2007,MKD,"Najdoski, Toni",2598,182
2008,MKD,"Najdoski, Toni",2598,186
2009,MKD,"Najdoski, Toni",2598,196
2010,MKD,"Najdoski, Toni",2598,198
2011,MKD,"Najdoski, Toni",2598,205
2012,MKD,"Najdoski, Toni",2598,220
2013,MKD,"Najdoski, Toni",2598,223
2014,MKD,"Najdoski, Toni",2598,233
2015,MKD,"Najdoski, Toni",2598,246
2016,MKD,"Najdoski, Toni",2598,263
2017,MKD,"Najdoski, Toni",2598,292
2018,MKD,"Najdoski, Toni",2598,334
2019,MKD,"Najdoski, Toni",2598,361
2020,MKD,"Najdoski, Toni",2598,387
2001,ETH,"Hailu, Wossenyelew",2200,3
2002,ETH,"Hailu, Wossenyelew",2200,3
2003,ETH,"Hailu, Wossenyelew",2211,5
2004,ETH,"Bekele, Abenet",2200,6
2005,ETH,"Bekele, Abenet",2200,6
2006,ETH,undefined,2200,6
2007,ETH,"Abera, Yimam",2201,9
2008,ETH,"Abera, Yimam",2201,9
2009,ETH,"Fekadu, Desalegn Jimma",2204,12
2010,ETH,"Fekadu, Desalegn Jimma",2204,12
2011,ETH,"Bekele, Abenet",2200,14
2013,ETH,"Bekele, Abenet",2200,17
2014,ETH,"Bekele, Abenet",2200,17
2015,ETH,"Bekele, Abenet",2200,21
2016,ETH,"Bekele, Abenet",2200,34
2017,ETH,"Bekele, Abenet",2200,40
2018,ETH,"Bekele, Abenet",2200,54
2019,ETH,"Bekele, Abenet",2200,77
2020,ETH,"Bekele, Abenet",2200,95
2000,MAD,"Rabenandrasana, Liva  ",2079,2
2001,MAD,"Rabenandrasana, Liva",2079,2
2003,MAD,"Rabenandrasana, Liva",2079,2
2004,MAD,"Rabenandrasana, Liva",2079,2
2005,MAD,"Rabenandrasana, Liva",2079,2
2008,MAD,"Ranaivoharisoa, Al",2061,1
2009,MAD,"Ranaivoharisoa, Alain",2083,5
2010,MAD,"Ranaivoharisoa, Alain",2136,5
2011,MAD,"Ranaivoharisoa, Alain",2147,13
2012,MAD,"Ranaivoharisoa, Alain",2135,14
2014,MAD,"Ranaivoharisoa, Alain",2183,19
2015,MAD,"Rakotomaharo, Fy Antenaina",2276,104
2016,MAD,"Rakotomaharo, Fy Antenaina",2438,136
2017,MAD,"Rakotomaharo, Fy Antenaina",2447,171
2018,MAD,"Rakotomaharo, Fy Antenaina",2402,207
2019,MAD,"Rakotomaharo, Fy Antenaina",2425,248
2020,MAD,"Rakotomaharo, Fy Antenaina",2433,305
2003,SOM,"Roble, Mohamad Ali",1959,1
2004,SOM,"Jimale, Abdulle Mohamed",2200,3
2005,SOM,"Jimale, Abdulle Mohamed",2200,3
2006,SOM,undefined,2200,3
2007,SOM,"Jimale, Abdulle Mohamed",2200,3
2008,SOM,"Jimale, Abdulle Mo",2200,4
2009,SOM,"Jimale, Abdulle Mohamed",2200,4
2010,SOM,"Jimale, Abdulle Mohamed",2200,4
2011,SOM,"Jimale, Abdulle Mohamed",2200,4
2013,SOM,"Jimale, Abdulle Mohamed",2200,4
2014,SOM,"Jimale, Abdulle Mohamed",2200,4
2015,SOM,"Jimale, Abdulle Mohamed",2200,5
2016,SOM,"Jimale, Abdulle Mohamed",2200,5
2017,SOM,"Jimale, Abdulle Mohamed",2200,9
2018,SOM,"Jimale, Abdulle Mohamed",2200,10
2019,SOM,"Jimale, Abdulle Mohamed",2200,15
2020,SOM,"Jimale, Abdulle Mohamed",2200,17
2004,SCG,"Damljanovic, Branko",2575,2069
2005,SCG,"Solak, Dragan",2596,2214
2006,SCG,undefined,2615,2328
2007,SCG,"Milojevic, Miodrag",2097,3
2004,ARU,Da Silva John,2132,1
2005,ARU,Da Silva John,2132,3
2006,ARU,undefined,2170,6
2007,ARU,"Gerard, Ferry F.J.F.",2170,6
2008,ARU,"Gerard, Ferry F.J.",2170,7
2009,ARU,Da Silva John,2132,9
2010,ARU,"Gerard, Ferry F.J.F.",2128,11
2011,ARU,"Gerard, Ferry F.J.F.",2128,11
2012,ARU,"Lopez, Jasel",2138,12
2013,ARU,"Gerard, Ferry F.J.F.",2128,18
2014,ARU,"Lopez, Jasel",2197,19
2015,ARU,"Lopez, Jasel",2206,27
2016,ARU,"Lopez, Jasel",2209,32
2017,ARU,"Lopez, Jasel",2272,33
2018,ARU,"Lopez, Jasel",2316,38
2019,ARU,"Lopez, Jasel",2388,41
2020,ARU,"Martis, Valentino",null,48
2004,RWA,"Mutabazi, Fidele",2200,1
2005,RWA,"Mutabazi, Fidele",2089,2
2006,RWA,undefined,2089,2
2007,RWA,"Mutabazi, Fidele",2089,4
2008,RWA,"Mutabazi, Fidele",2089,4
2009,RWA,"Mutabazi, Fidele",2089,5
2014,RWA,"Mutabazi, Fidele",2089,6
2015,RWA,"Mutabazi, Fidele",2089,8
2016,RWA,"Mutabazi, Fidele",1936,20
2017,RWA,"Mutabazi, Fidele",1888,22
2018,RWA,"Mutabazi, Fidele",1888,29
2019,RWA,"Kabera, Godfrey",1855,36
2020,RWA,"Kabera, Godfrey",1903,42
2004,,,0,1
2006,,undefined,0,1
2007,,,0,1
2008,,,0,1
2006,FID,undefined,2322,2
2007,FID,"Huerta, Soris Ramon",2352,2
2008,FID,"Sorm, Daniel",2330,3
2009,FID,"Huerta, Soris Ramon",2300,5
2010,FID,"Huerta, Soris Ramon",2300,7
2014,FID,"Corrales Jimenez, Fidel",2568,50
2015,FID,"Gonzalez Perez, Arian",2439,65
2016,FID,"Moradiabadi, Elshan",2597,66
2017,FID,"Moradiabadi, Elshan",2574,163
2018,FID,"Topalov, Veselin",2749,1892
2019,FID,"Gonzalez Perez, Arian",2467,236
2020,FID,"Firouzja, Alireza",2723,252
2006,CUR,undefined,1897,1
2007,CUR,"Monk, Glenn",1897,1
2008,CUR,"Monk, Glenn",1897,1
2006,NET,undefined,2065,1
2007,NET,"Van Beek, Ard",2065,1
2006,KHG,undefined,2032,1
2006,TPE,undefined,2088,1
2007,TPE,"Hicks, Robert Paul",2051,2
2008,TPE,"Hicks, Robert Paul",2051,9
2009,TPE,"Arauz, Samuel",2146,20
2010,TPE,"Arauz, Samuel",2146,26
2011,TPE,"Norales Arauz, Samuel",2159,30
2012,TPE,"Hung, Daniel",2104,32
2013,TPE,"Hung, Daniel",2104,38
2014,TPE,"Sewambar, Ashwin",2128,42
2015,TPE,"Sewambar, Ashwin",2128,58
2016,TPE,"Sewambar, Ashwin",2128,71
2017,TPE,"Song, Raymond",2233,86
2018,TPE,"Song, Raymond",2233,102
2019,TPE,"Song, Raymond",2329,120
2020,TPE,"Song, Raymond",2478,137
2009,MDV,Abdul Rahman Ali,1940,8
2011,MDV,Abdul Rahman Ali,1912,8
2013,MDV,Abdul Rahman Ali,1904,10
2014,MDV,Abdul Rahman Ali,1921,11
2015,MDV,"Ayoob, Ali",1866,15
2016,MDV,"Ahmed, Ashraf",1877,21
2017,MDV,"Ahmed, Ashraf",1873,28
2018,MDV,Ahmed Aman Ibrahim,1872,30
2019,MDV,"Abdul Rahman, Ali",1872,32
2020,MDV,"Muhammed, Shuaau",1887,37
2008,ROU,"Nisipeanu, Liviu-D",2684,1132
2009,ROU,"Nisipeanu, Liviu-Dieter",2675,1338
2010,ROU,"Nisipeanu, Liviu-Dieter",2681,1541
2011,ROU,"Nisipeanu, Liviu-Dieter",2678,1713
2012,ROU,"Parligras, Mircea-Emilian",2650,1896
2013,ROU,"Nisipeanu, Liviu-Dieter",2677,2111
2014,ROU,"Nisipeanu, Liviu-Dieter",2691,2349
2015,ROU,"Lupulescu, Constantin",2626,2665
2016,ROU,"Lupulescu, Constantin",2623,3077
2017,ROU,"Lupulescu, Constantin",2625,3493
2018,ROU,"Parligras, Mircea-Emilian",2632,3854
2019,ROU,"Parligras, Mircea-Emilian",2651,4166
2020,ROU,"Lupulescu, Constantin",2649,4465
2007,SRB,"Miladinovic, Igor",2607,2266
2008,SRB,"Ivanisevic, Ivan",2649,2378
2009,SRB,"Ivanisevic, Ivan",2628,2510
2010,SRB,"Ivanisevic, Ivan",2630,2669
2011,SRB,"Ivanisevic, Ivan",2630,2822
2012,SRB,"Ivanisevic, Ivan",2648,3044
2013,SRB,"Ivanisevic, Ivan",2644,3239
2014,SRB,"Ivanisevic, Ivan",2626,3457
2015,SRB,"Ivanisevic, Ivan",2634,3723
2016,SRB,"Ivanisevic, Ivan",2665,4103
2017,SRB,"Markus, Robert",2665,4428
2018,SRB,"Markus, Robert",2615,4678
2019,SRB,"Indjic, Aleksandar",2630,4957
2020,SRB,"Indjic, Aleksandar",2622,5198
2007,MNE,"Drasko, Milan",2543,174
2008,MNE,"Djukic, Nikola",2543,189
2009,MNE,"Blagojevic, Dragisa",2548,217
2010,MNE,"Drasko, Milan",2537,251
2011,MNE,"Blagojevic, Dragisa",2524,267
2012,MNE,"Kosic, Dragan",2528,279
2014,MNE,"Djukic, Nikola",2542,300
2015,MNE,"Djukic, Nikola",2529,315
2016,MNE,"Djukic, Nikola",2565,337
2017,MNE,"Djukic, Nikola",2508,364
2018,MNE,"Djukic, Nikola",2523,387
2019,MNE,"Djukic, Nikola",2572,403
2020,MNE,"Djukic, Nikola",2515,415
2011,CMR,"Banlock, Benjamin Didier",2011,2
2012,CMR,"Banlock, Benjamin Didier",1995,3
2013,CMR,"Banlock, Benjamin Didier",1995,3
2014,CMR,"Banlock, Benjamin Didier",1976,3
2015,CMR,"Banlock, Benjamin Didier",2078,8
2016,CMR,"Banlock, Benjamin Didier",2073,10
2017,CMR,"Banlock, Benjamin Didier",2058,11
2018,CMR,"Ebosse, Kingue Victor Patrick",2060,12
2019,CMR,"Ebosse, Kingue Victor Patrick",2057,16
2020,CMR,"Ebosse, Kingue Victor Patrick",2055,16
2007,KOR,"Kim, Alexey",2457,26
2008,KOR,"Kim, Alexey",2442,34
2009,KOR,"Kim, Alexey",2470,45
2010,KOR,"Kim, Alexey",2465,58
2011,KOR,"Kim, Alexey",2473,84
2012,KOR,"Kim, Alexey",2470,120
2013,KOR,"Kim, Alexey",2477,151
2014,KOR,"Kim, Alexey",2488,204
2015,KOR,"Kim, Alexey",2477,273
2016,KOR,"Kim, Alexey",2460,362
2017,KOR,"Kim, Alexey",2463,440
2018,KOR,"Kim, Alexey",2463,511
2019,KOR,"Kim, Alexey",2463,593
2020,KOR,"Kim, Alexey",2464,666
2007,MAW,"Chimthere, Alfred Charles",1968,1
2008,MAW,"Chimthere, Alfred",1966,1
2011,MAW,"Mbedza, Richard",2122,7
2012,MAW,"Chipanga, Chiletso",2116,7
2014,MAW,"Nyambalo, Joseph Xavier",2115,9
2015,MAW,Mwale Joseph,2094,20
2016,MAW,"Chipanga, Chiletso",2099,83
2017,MAW,Mwale Joseph,2132,95
2018,MAW,Mwale Joseph,2218,148
2019,MAW,"Mwale, Joseph",2290,176
2020,MAW,"Mwale, Joseph",2249,211
2009,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2011,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2014,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2015,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2016,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2017,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2018,GAB,"Moulain Ayombo, Jean Pierre",2142,2
2019,GAB,"Moulain Ayombo, Jean Pierre",2142,3
2020,GAB,"Moulain Ayombo, Jean Pierre",2142,3
2008,PLW,"Manuel, Menandro",1942,6
2009,PLW,"Manuel, Menandro",1942,6
2011,PLW,"Montel Jr, Cyril Tomas",1942,13
2012,PLW,"Montel Jr, Cyril Tomas",1943,26
2013,PLW,"Montel Jr, Cyril Tomas",1943,26
2014,PLW,"Montel Jr, Cyril Tomas",1895,56
2015,PLW,"Omega, Jose",1870,87
2016,PLW,"Omega, Jose",1870,103
2017,PLW,"Omega, Jose",1870,103
2018,PLW,"Montel Jr, Cyril Tomas",1882,106
2019,PLW,"Montel Jr, Cyril Tomas",1877,112
2020,PLW,"Tan, Santiago Jr",1885,116
2009,STP,"Daio Pires Dos Santo, Leeley",1786,1
2010,STP,"Espirito Santo, Silverio",1858,2
2011,STP,"Espirito Santo, Silverio",1831,4
2014,STP,"Espirito Santo, Silverio",1819,6
2015,STP,"Santos da Costa, Jose Manuel",1960,9
2016,STP,"Santos da Costa, Jose Manuel",1960,11
2017,STP,"Espirito Santo, Waldyr",1948,12
2018,STP,"Santos da Costa, Jose Manuel",1916,12
2019,STP,"Espirito Santo, Waldyr",1923,15
2020,STP,"Espirito Santo, Waldyr",1923,17
2010,CIV,"Degondo, Simplice Armel",2075,1
2011,CIV,"Degondo, Simplice Armel",2063,1
2012,CIV,"Degondo, Simplice Armel",2063,1
2013,CIV,"Degondo, Simplice Armel",2063,1
2015,CIV,"Degondo, Simplice Armel",2145,4
2016,CIV,"Degondo, Simplice Armel",2107,13
2017,CIV,"Degondo, Simplice Armel",2142,18
2018,CIV,"Degondo, Simplice Armel",2172,29
2019,CIV,"Degondo, Simplice Armel",2141,33
2020,CIV,"De Gondo, Simplice Armel",2154,39
2011,BDI,"Ndikumana, Yves",2088,1
2012,BDI,"Ndikumana, Yves",2088,1
2013,BDI,"Ndikumana, Yves",2088,2
2014,BDI,"Ndikumana, Yves",2030,2
2015,BDI,"Ndikumana, Yves",1949,3
2016,BDI,"Ndikumana, Yves",1949,4
2017,BDI,Ezra Paul Chambers,1985,6
2018,BDI,Ezra Paul Chambers,2147,7
2019,BDI,Ezra Paul Chambers,2360,11
2020,BDI,Ezra Paul Chambers,2266,12
2012,MTN,"Hamam, Brahim",2047,4
2013,MTN,"Boydia, Sidi",2077,16
2014,MTN,"Boydia, Sidi",2063,25
2015,MTN,"Boydia, Sidi",2097,33
2016,MTN,"Boidiya, Sidi",2054,42
2017,MTN,Sabar Ethmane Daouda,2073,60
2018,MTN,"Boidiya, Sidi",2054,61
2019,MTN,"Hemam, Moulaye Brahim",2058,70
2020,MTN,"Hemam, Moulaye Brahim",2077,72
2013,GUM,"Manuel, Efren",1974,13
2014,GUM,"Manuel, Efren",1950,13
2015,GUM,"Manuel, Enofre Efren D.",1940,15
2016,GUM,"Mafnas, Peter",2095,21
2017,GUM,"Mafnas, Peter",2002,23
2018,GUM,"Mafnas, Peter",2011,24
2019,GUM,"Prudente, Elmer",2015,28
2020,GUM,"Mafnas, Peter",2039,35
1999,III,"Celis, Solomon B. III  ",2165,1
2000,III,"Celis, Solomon B. III  ",2165,1
1999,FIE,"Shkrabi, Eric  ",2395,2
2007,FIE,"Shehu, Samir",1848,1
2008,FIE,"Shehu, Samir",1848,1
1999,IBS,"Wassin, S. ",2200,2
2014,TTO,"Harper, Ryan",2302,103
2015,TTO,"Harper, Ryan",2246,132
2016,TTO,"Harper, Ryan",2231,163
2017,TTO,"Duchesne, E.L.",2230,182
2018,TTO,"Harper, Ryan",2309,191
2019,TTO,"Mc Intosh, Isaiah",2242,202
2020,TTO,"Ramoutar, Alan-Safar",2292,223
2014,SOL,"Tangaibasa, Brandon",1932,12
